Date,Soybean
02/06/1980,6.1525
03/06/1980,6.185
04/06/1980,6.1775
05/06/1980,6.165
06/06/1980,6.155
09/06/1980,6.2225
10/06/1980,6.2175
11/06/1980,6.2525
12/06/1980,6.2275
13/06/1980,6.255
16/06/1980,6.345
17/06/1980,6.315
18/06/1980,6.34
19/06/1980,6.3
20/06/1980,6.345
23/06/1980,6.455
24/06/1980,6.47
25/06/1980,6.5735
26/06/1980,6.5585
27/06/1980,6.6315
30/06/1980,6.778
01/07/1980,6.815
02/07/1980,7.1125
03/07/1980,7.16
07/07/1980,7.24
08/07/1980,7.345
09/07/1980,7.125
10/07/1980,7.255
11/07/1980,7.51
14/07/1980,7.81
15/07/1980,7.76
16/07/1980,7.94
17/07/1980,8.095
18/07/1980,7.91
21/07/1980,7.61
22/07/1980,7.415
23/07/1980,7.6225
24/07/1980,7.35
25/07/1980,7.195
28/07/1980,7.4325
29/07/1980,7.57
30/07/1980,7.4965
31/07/1980,7.817
01/08/1980,8.045
04/08/1980,7.745
05/08/1980,7.81
06/08/1980,7.775
07/08/1980,7.675
08/08/1980,7.745
11/08/1980,7.56
12/08/1980,7.73
13/08/1980,7.6925
14/08/1980,7.5225
15/08/1980,7.3275
18/08/1980,7.435
19/08/1980,7.4375
20/08/1980,7.3875
21/08/1980,7.55
22/08/1980,7.485
25/08/1980,7.6575
26/08/1980,7.728
27/08/1980,7.736
28/08/1980,7.814
29/08/1980,8.1255
02/09/1980,8.305
03/09/1980,8.31
04/09/1980,8.215
05/09/1980,8.3175
08/09/1980,8.4825
09/09/1980,8.445
10/09/1980,8.435
11/09/1980,8.4775
12/09/1980,8.285
15/09/1980,8.27
16/09/1980,8.475
17/09/1980,8.5
18/09/1980,8.54
19/09/1980,8.715
22/09/1980,8.635
23/09/1980,8.68
24/09/1980,8.51
25/09/1980,8.345
26/09/1980,8.06
29/09/1980,7.995
30/09/1980,8.11
01/10/1980,8.115
02/10/1980,7.9125
03/10/1980,8.045
06/10/1980,8.26
07/10/1980,8.205
08/10/1980,8.21
09/10/1980,8.2125
10/10/1980,8.2475
13/10/1980,8.5475
14/10/1980,8.61
15/10/1980,8.6
16/10/1980,8.485
17/10/1980,8.59
20/10/1980,8.56
21/10/1980,8.72
22/10/1980,8.965
23/10/1980,8.91
24/10/1980,9.055
27/10/1980,8.845
28/10/1980,9.2
29/10/1980,9.159
30/10/1980,9.081
31/10/1980,9.176
03/11/1980,9.44
05/11/1980,9.545
06/11/1980,9.245
07/11/1980,9.145
10/11/1980,9.11
11/11/1980,8.87
12/11/1980,9.095
13/11/1980,9.08
14/11/1980,9.265
17/11/1980,9.2425
18/11/1980,9.385
19/11/1980,9.33
20/11/1980,9.49
21/11/1980,9.47
24/11/1980,9.17
25/11/1980,9.14
26/11/1980,9.225
28/11/1980,9.33
01/12/1980,9.03
02/12/1980,8.86
03/12/1980,8.605
04/12/1980,8.6025
05/12/1980,8.445
08/12/1980,8.22
09/12/1980,7.92
10/12/1980,7.62
11/12/1980,7.32
12/12/1980,7.36
15/12/1980,7.66
16/12/1980,7.675
17/12/1980,7.755
18/12/1980,7.71
19/12/1980,7.84
22/12/1980,7.93
23/12/1980,7.98
24/12/1980,7.942
29/12/1980,7.8395
30/12/1980,7.7845
31/12/1980,8.125
02/01/1981,8.405
05/01/1981,8.34
06/01/1981,8.4275
07/01/1981,8.34
08/01/1981,8.2175
09/01/1981,8.165
12/01/1981,8.33
13/01/1981,8.23
14/01/1981,8.23
15/01/1981,7.93
16/01/1981,7.875
19/01/1981,7.78
20/01/1981,7.855
21/01/1981,7.74
22/01/1981,7.46
23/01/1981,7.24
26/01/1981,7.32
27/01/1981,7.42
28/01/1981,7.375
29/01/1981,7.15
30/01/1981,7.255
02/02/1981,7.335
03/02/1981,7.625
04/02/1981,7.5275
05/02/1981,7.545
06/02/1981,7.675
09/02/1981,7.3775
10/02/1981,7.46
11/02/1981,7.51
12/02/1981,7.4025
13/02/1981,7.4775
17/02/1981,7.615
18/02/1981,7.48
19/02/1981,7.59
20/02/1981,7.625
23/02/1981,7.53
24/02/1981,7.591
25/02/1981,7.583
26/02/1981,7.5315
27/02/1981,7.562
02/03/1981,7.3175
03/03/1981,7.4175
04/03/1981,7.29
05/03/1981,7.265
06/03/1981,7.33
09/03/1981,7.4725
10/03/1981,7.355
11/03/1981,7.35
12/03/1981,7.51
13/03/1981,7.515
16/03/1981,7.51
17/03/1981,7.66
18/03/1981,7.705
19/03/1981,7.71
20/03/1981,7.615
23/03/1981,7.815
24/03/1981,7.8
25/03/1981,7.76
26/03/1981,7.615
27/03/1981,7.6625
30/03/1981,7.71
31/03/1981,7.835
01/04/1981,7.745
02/04/1981,7.955
03/04/1981,7.78
06/04/1981,7.82
07/04/1981,8.08
08/04/1981,8.035
09/04/1981,8.105
10/04/1981,7.875
13/04/1981,7.695
14/04/1981,7.685
15/04/1981,7.725
16/04/1981,7.8
20/04/1981,7.895
21/04/1981,7.865
22/04/1981,7.805
23/04/1981,7.86
24/04/1981,7.9075
27/04/1981,7.933
28/04/1981,7.843
29/04/1981,7.841
30/04/1981,7.967
01/05/1981,8.01
04/05/1981,7.8275
05/05/1981,7.805
06/05/1981,7.875
07/05/1981,7.8725
08/05/1981,7.875
11/05/1981,7.705
12/05/1981,7.6025
13/05/1981,7.6075
14/05/1981,7.665
15/05/1981,7.5975
18/05/1981,7.6775
19/05/1981,7.655
20/05/1981,7.7475
21/05/1981,7.5625
22/05/1981,7.545
26/05/1981,7.5525
27/05/1981,7.625
28/05/1981,7.6475
29/05/1981,7.6475
01/06/1981,7.53
02/06/1981,7.48
03/06/1981,7.3225
04/06/1981,7.3025
05/06/1981,7.2825
08/06/1981,7.2575
09/06/1981,7.295
10/06/1981,7.3775
11/06/1981,7.245
12/06/1981,7.41
15/06/1981,7.4075
16/06/1981,7.355
17/06/1981,7.25
18/06/1981,7.205
19/06/1981,7.2025
22/06/1981,7.135
23/06/1981,7.1225
24/06/1981,7.07
25/06/1981,6.9305
26/06/1981,6.878
29/06/1981,6.859
30/06/1981,6.957
01/07/1981,7.1225
02/07/1981,7.12
06/07/1981,7.37
07/07/1981,7.32
08/07/1981,7.4525
09/07/1981,7.405
10/07/1981,7.575
13/07/1981,7.6325
14/07/1981,7.42
15/07/1981,7.36
16/07/1981,7.455
17/07/1981,7.405
20/07/1981,7.195
21/07/1981,7.2075
22/07/1981,7.2925
23/07/1981,7.27
24/07/1981,7.3525
27/07/1981,7.26
28/07/1981,7.391
29/07/1981,7.31
30/07/1981,7.279
31/07/1981,7.3845
03/08/1981,7.2075
04/08/1981,7.185
05/08/1981,7.1525
06/08/1981,7.21
07/08/1981,7.19
10/08/1981,7.055
11/08/1981,7.0725
12/08/1981,7.085
13/08/1981,6.855
14/08/1981,6.905
17/08/1981,6.9
18/08/1981,6.8625
19/08/1981,6.945
20/08/1981,6.89
21/08/1981,6.8
24/08/1981,6.6525
25/08/1981,6.615
26/08/1981,6.6745
27/08/1981,6.659
28/08/1981,6.702
31/08/1981,6.703
01/09/1981,6.7225
02/09/1981,6.7475
03/09/1981,6.8525
04/09/1981,6.7725
08/09/1981,6.665
09/09/1981,6.675
10/09/1981,6.645
11/09/1981,6.615
14/09/1981,6.71
15/09/1981,6.78
16/09/1981,6.735
17/09/1981,6.72
18/09/1981,6.6375
21/09/1981,6.6075
22/09/1981,6.6075
23/09/1981,6.555
24/09/1981,6.545
25/09/1981,6.465
28/09/1981,6.435
29/09/1981,6.465
30/09/1981,6.48
01/10/1981,6.455
02/10/1981,6.495
05/10/1981,6.6475
06/10/1981,6.6825
07/10/1981,6.675
08/10/1981,6.62
09/10/1981,6.645
12/10/1981,6.685
13/10/1981,6.7475
14/10/1981,6.7175
15/10/1981,6.6375
16/10/1981,6.56
19/10/1981,6.5625
20/10/1981,6.5
21/10/1981,6.525
22/10/1981,6.4875
23/10/1981,6.5
26/10/1981,6.435
27/10/1981,6.461
28/10/1981,6.514
29/10/1981,6.5995
30/10/1981,6.675
02/11/1981,6.77
03/11/1981,6.7525
04/11/1981,6.7375
05/11/1981,6.7425
06/11/1981,6.69
09/11/1981,6.6725
10/11/1981,6.5225
11/11/1981,6.5525
12/11/1981,6.5675
13/11/1981,6.5075
16/11/1981,6.4575
17/11/1981,6.4275
18/11/1981,6.425
19/11/1981,6.485
20/11/1981,6.51
23/11/1981,6.405
24/11/1981,6.37
25/11/1981,6.405
27/11/1981,6.4325
30/11/1981,6.465
01/12/1981,6.555
02/12/1981,6.53
03/12/1981,6.5625
04/12/1981,6.655
07/12/1981,6.51
08/12/1981,6.305
09/12/1981,6.355
10/12/1981,6.29
11/12/1981,6.3975
14/12/1981,6.3125
15/12/1981,6.2325
16/12/1981,6.195
17/12/1981,6.21
18/12/1981,6.18
21/12/1981,6.0675
22/12/1981,6.0975
23/12/1981,6.085
24/12/1981,6.145
28/12/1981,6.246
29/12/1981,6.206
30/12/1981,6.231
31/12/1981,6.231
04/01/1982,6.3
05/01/1982,6.3
06/01/1982,6.38
07/01/1982,6.4025
08/01/1982,6.38
11/01/1982,6.345
12/01/1982,6.355
13/01/1982,6.395
14/01/1982,6.4675
15/01/1982,6.465
18/01/1982,6.4875
19/01/1982,6.3825
20/01/1982,6.4175
21/01/1982,6.4275
22/01/1982,6.4325
25/01/1982,6.3975
26/01/1982,6.475
27/01/1982,6.565
28/01/1982,6.51
29/01/1982,6.5675
01/02/1982,6.61
02/02/1982,6.525
03/02/1982,6.475
04/02/1982,6.505
05/02/1982,6.4675
08/02/1982,6.38
09/02/1982,6.31
10/02/1982,6.3225
11/02/1982,6.29
12/02/1982,6.255
16/02/1982,6.235
17/02/1982,6.2125
18/02/1982,6.2025
19/02/1982,6.1675
22/02/1982,6.1225
23/02/1982,6.1645
24/02/1982,6.1535
25/02/1982,6.212
26/02/1982,6.297
01/03/1982,6.35
02/03/1982,6.345
03/03/1982,6.21
04/03/1982,6.2275
05/03/1982,6.185
08/03/1982,6.1125
09/03/1982,6.145
10/03/1982,6.18
11/03/1982,6.165
12/03/1982,6.0925
15/03/1982,6.275
16/03/1982,6.1825
17/03/1982,6.27
18/03/1982,6.315
19/03/1982,6.32
22/03/1982,6.375
23/03/1982,6.36
24/03/1982,6.41
25/03/1982,6.365
26/03/1982,6.3125
29/03/1982,6.34
30/03/1982,6.3325
31/03/1982,6.4
01/04/1982,6.435
02/04/1982,6.48
05/04/1982,6.6
06/04/1982,6.585
07/04/1982,6.51
08/04/1982,6.595
12/04/1982,6.57
13/04/1982,6.5225
14/04/1982,6.5175
15/04/1982,6.4925
16/04/1982,6.475
19/04/1982,6.465
20/04/1982,6.53
21/04/1982,6.5225
22/04/1982,6.5025
23/04/1982,6.63
26/04/1982,6.595
27/04/1982,6.5395
28/04/1982,6.5825
29/04/1982,6.7
30/04/1982,6.6295
03/05/1982,6.6625
04/05/1982,6.6725
05/05/1982,6.6625
06/05/1982,6.6025
07/05/1982,6.6325
10/05/1982,6.6375
11/05/1982,6.7125
12/05/1982,6.725
13/05/1982,6.635
14/05/1982,6.695
17/05/1982,6.68
18/05/1982,6.705
19/05/1982,6.7175
20/05/1982,6.7225
21/05/1982,6.72
24/05/1982,6.6325
25/05/1982,6.56
26/05/1982,6.54
27/05/1982,6.435
28/05/1982,6.3575
01/06/1982,6.2225
02/06/1982,6.2875
03/06/1982,6.2325
04/06/1982,6.2425
07/06/1982,6.3525
08/06/1982,6.3225
09/06/1982,6.305
10/06/1982,6.325
11/06/1982,6.455
14/06/1982,6.2975
15/06/1982,6.33
16/06/1982,6.34
17/06/1982,6.2375
18/06/1982,6.2425
21/06/1982,6.3125
22/06/1982,6.365
23/06/1982,6.36
24/06/1982,6.3225
25/06/1982,6.2805
28/06/1982,6.221
29/06/1982,6.227
30/06/1982,6.1505
01/07/1982,6.1925
02/07/1982,6.1125
06/07/1982,6.055
07/07/1982,6.09
08/07/1982,6.1675
09/07/1982,6.185
12/07/1982,6.1925
13/07/1982,6.285
14/07/1982,6.2425
15/07/1982,6.245
16/07/1982,6.2375
19/07/1982,6.1525
20/07/1982,6.1725
21/07/1982,6.2125
22/07/1982,6.1825
23/07/1982,6.1875
26/07/1982,6.15
27/07/1982,6.1585
28/07/1982,6.0515
29/07/1982,6.0355
30/07/1982,6.016
02/08/1982,6.0775
03/08/1982,6.0525
04/08/1982,6.0475
05/08/1982,5.9575
06/08/1982,5.8475
09/08/1982,5.7775
10/08/1982,5.7775
11/08/1982,5.7475
12/08/1982,5.5475
13/08/1982,5.57
16/08/1982,5.465
17/08/1982,5.5175
18/08/1982,5.615
19/08/1982,5.5825
20/08/1982,5.63
23/08/1982,5.695
24/08/1982,5.7125
25/08/1982,5.74
26/08/1982,5.676
27/08/1982,5.606
30/08/1982,5.541
31/08/1982,5.5835
01/09/1982,5.625
02/09/1982,5.6475
03/09/1982,5.565
07/09/1982,5.4425
08/09/1982,5.4475
09/09/1982,5.455
10/09/1982,5.4375
13/09/1982,5.5425
14/09/1982,5.52
15/09/1982,5.565
16/09/1982,5.635
17/09/1982,5.5375
20/09/1982,5.49
21/09/1982,5.485
22/09/1982,5.435
23/09/1982,5.4125
24/09/1982,5.405
27/09/1982,5.41
28/09/1982,5.3725
29/09/1982,5.3925
30/09/1982,5.3425
01/10/1982,5.285
04/10/1982,5.1825
05/10/1982,5.205
06/10/1982,5.2525
07/10/1982,5.355
08/10/1982,5.2925
11/10/1982,5.3725
12/10/1982,5.3675
13/10/1982,5.4575
14/10/1982,5.4425
15/10/1982,5.3575
18/10/1982,5.3175
19/10/1982,5.3225
20/10/1982,5.3675
21/10/1982,5.3025
22/10/1982,5.2825
25/10/1982,5.245
26/10/1982,5.361
27/10/1982,5.4035
28/10/1982,5.467
29/10/1982,5.4425
01/11/1982,5.52
03/11/1982,5.5875
04/11/1982,5.6775
05/11/1982,5.8
08/11/1982,5.725
09/11/1982,5.765
10/11/1982,5.7825
11/11/1982,5.755
12/11/1982,5.705
15/11/1982,5.6725
16/11/1982,5.7775
17/11/1982,5.7525
18/11/1982,5.8375
19/11/1982,5.785
22/11/1982,5.7825
23/11/1982,5.745
24/11/1982,5.7425
26/11/1982,5.78
29/11/1982,5.685
30/11/1982,5.735
01/12/1982,5.715
02/12/1982,5.6625
03/12/1982,5.635
06/12/1982,5.6975
07/12/1982,5.7325
08/12/1982,5.6875
09/12/1982,5.7575
10/12/1982,5.6925
13/12/1982,5.7075
14/12/1982,5.6375
15/12/1982,5.6625
16/12/1982,5.6675
17/12/1982,5.6775
20/12/1982,5.6575
21/12/1982,5.6675
22/12/1982,5.6425
23/12/1982,5.615
27/12/1982,5.6645
28/12/1982,5.7115
29/12/1982,5.689
30/12/1982,5.715
03/01/1983,5.725
04/01/1983,5.715
05/01/1983,5.7275
06/01/1983,5.7425
07/01/1983,5.81
10/01/1983,5.8825
11/01/1983,5.865
12/01/1983,5.95
13/01/1983,5.945
14/01/1983,5.985
17/01/1983,5.9575
18/01/1983,5.9825
19/01/1983,5.88
20/01/1983,5.9025
21/01/1983,5.9075
24/01/1983,5.99
25/01/1983,5.945
26/01/1983,5.975
27/01/1983,5.97
28/01/1983,5.935
31/01/1983,6.045
01/02/1983,6.015
02/02/1983,6.015
03/02/1983,5.9625
04/02/1983,5.9375
07/02/1983,5.89
08/02/1983,5.8675
09/02/1983,5.8625
10/02/1983,5.925
11/02/1983,5.9525
14/02/1983,6.0125
15/02/1983,5.9725
16/02/1983,5.935
17/02/1983,5.97
18/02/1983,5.9975
22/02/1983,5.8775
23/02/1983,5.889
24/02/1983,5.873
25/02/1983,5.821
28/02/1983,5.721
01/03/1983,5.78
02/03/1983,5.845
03/03/1983,5.8575
04/03/1983,5.885
07/03/1983,5.89
08/03/1983,5.8425
09/03/1983,5.9075
10/03/1983,5.8725
11/03/1983,5.8425
14/03/1983,5.9125
15/03/1983,5.8725
16/03/1983,5.9675
17/03/1983,6.0575
18/03/1983,6.0825
21/03/1983,6.125
22/03/1983,6.11
23/03/1983,6.345
24/03/1983,6.3425
25/03/1983,6.2725
28/03/1983,6.3625
29/03/1983,6.385
30/03/1983,6.3
31/03/1983,6.37
04/04/1983,6.43
05/04/1983,6.385
06/04/1983,6.365
07/04/1983,6.43
08/04/1983,6.4825
11/04/1983,6.4275
12/04/1983,6.375
13/04/1983,6.395
14/04/1983,6.2875
15/04/1983,6.2325
18/04/1983,6.2475
19/04/1983,6.2725
20/04/1983,6.245
21/04/1983,6.27
22/04/1983,6.4525
25/04/1983,6.42
26/04/1983,6.4745
27/04/1983,6.3995
28/04/1983,6.455
29/04/1983,6.5385
02/05/1983,6.5325
03/05/1983,6.47
04/05/1983,6.47
05/05/1983,6.46
06/05/1983,6.44
09/05/1983,6.32
10/05/1983,6.3875
11/05/1983,6.275
12/05/1983,6.2925
13/05/1983,6.3175
16/05/1983,6.3475
17/05/1983,6.325
18/05/1983,6.345
19/05/1983,6.2875
20/05/1983,6.1875
23/05/1983,6.2275
24/05/1983,6.27
25/05/1983,6.21
26/05/1983,6.135
27/05/1983,6.105
31/05/1983,6.075
01/06/1983,6.0725
02/06/1983,6.1625
03/06/1983,6.18
06/06/1983,6.2225
07/06/1983,6.16
08/06/1983,6.08
09/06/1983,6.125
10/06/1983,6.02
13/06/1983,5.995
14/06/1983,5.9325
15/06/1983,5.9075
16/06/1983,5.9525
17/06/1983,5.9325
20/06/1983,5.975
21/06/1983,6.0575
22/06/1983,6.0975
23/06/1983,6.0825
24/06/1983,6.03
27/06/1983,5.8565
28/06/1983,5.865
29/06/1983,5.8065
30/06/1983,6.122
01/07/1983,6.1625
05/07/1983,6.1325
06/07/1983,6.225
07/07/1983,6.2675
08/07/1983,6.225
11/07/1983,6.43
12/07/1983,6.455
13/07/1983,6.39
14/07/1983,6.36
15/07/1983,6.44
18/07/1983,6.5175
19/07/1983,6.675
20/07/1983,6.975
21/07/1983,7.005
22/07/1983,7.075
25/07/1983,7.085
26/07/1983,6.929
27/07/1983,7.0015
28/07/1983,7.158
29/07/1983,7.065
01/08/1983,7.345
02/08/1983,7.505
03/08/1983,7.75
04/08/1983,7.75
05/08/1983,8.0025
08/08/1983,7.885
09/08/1983,7.8725
10/08/1983,8.1725
11/08/1983,8.4175
12/08/1983,8.57
15/08/1983,8.87
16/08/1983,9.09
17/08/1983,8.975
18/08/1983,8.675
19/08/1983,8.375
22/08/1983,8.675
23/08/1983,8.975
24/08/1983,9.195
25/08/1983,9.31
26/08/1983,9.359
29/08/1983,9.103
30/08/1983,8.8345
31/08/1983,9.091
01/09/1983,8.815
02/09/1983,9.1075
06/09/1983,9.315
07/09/1983,9.295
08/09/1983,9.2725
09/09/1983,9.48
12/09/1983,9.385
13/09/1983,9.115
14/09/1983,8.875
15/09/1983,8.575
16/09/1983,8.73
19/09/1983,9.03
20/09/1983,8.99
21/09/1983,9.29
22/09/1983,9.23
23/09/1983,9.09
26/09/1983,8.79
27/09/1983,8.955
28/09/1983,8.68
29/09/1983,8.54
30/09/1983,8.66
03/10/1983,8.58
04/10/1983,8.29
05/10/1983,8.39
06/10/1983,8.6
07/10/1983,8.455
10/10/1983,8.51
11/10/1983,8.5
12/10/1983,8.355
13/10/1983,8.655
14/10/1983,8.88
17/10/1983,8.795
18/10/1983,8.695
19/10/1983,8.44
20/10/1983,8.19
21/10/1983,8.32
24/10/1983,8.23
25/10/1983,8.4
26/10/1983,8.137
27/10/1983,8.324
28/10/1983,8.371
31/10/1983,8.268
01/11/1983,8.425
02/11/1983,8.63
03/11/1983,8.725
04/11/1983,8.775
07/11/1983,8.775
08/11/1983,8.7
09/11/1983,8.725
10/11/1983,8.69
11/11/1983,8.47
14/11/1983,8.415
15/11/1983,8.325
16/11/1983,8.025
17/11/1983,8.04
18/11/1983,7.825
21/11/1983,7.65
22/11/1983,7.745
23/11/1983,7.82
25/11/1983,7.95
28/11/1983,7.94
29/11/1983,8.06
30/11/1983,7.965
01/12/1983,8.13
02/12/1983,7.845
05/12/1983,7.66
06/12/1983,7.64
07/12/1983,7.8225
08/12/1983,7.7075
09/12/1983,7.825
12/12/1983,7.81
13/12/1983,7.72
14/12/1983,7.745
15/12/1983,7.56
16/12/1983,7.81
19/12/1983,7.825
20/12/1983,7.835
21/12/1983,7.8
22/12/1983,7.96
23/12/1983,8.06
27/12/1983,8.27
28/12/1983,8.184
29/12/1983,8.19
30/12/1983,8.291
03/01/1984,8.0275
04/01/1984,7.92
05/01/1984,8.0575
06/01/1984,7.805
09/01/1984,7.6875
10/01/1984,7.8475
11/01/1984,7.8775
12/01/1984,7.9075
13/01/1984,7.91
16/01/1984,7.61
17/01/1984,7.4275
18/01/1984,7.395
19/01/1984,7.4475
20/01/1984,7.3225
23/01/1984,7.3075
24/01/1984,7.6075
25/01/1984,7.46
26/01/1984,7.2575
27/01/1984,7.325
30/01/1984,7.33
31/01/1984,7.3075
01/02/1984,7.3875
02/02/1984,7.44
03/02/1984,7.3475
06/02/1984,7.2625
07/02/1984,7.1875
08/02/1984,7.26
09/02/1984,7.0825
10/02/1984,7.0675
13/02/1984,6.945
14/02/1984,6.945
15/02/1984,7.0575
16/02/1984,7.0325
17/02/1984,7.17
21/02/1984,7.0875
22/02/1984,7.3475
23/02/1984,7.3525
24/02/1984,7.41
27/02/1984,7.4225
28/02/1984,7.3705
29/02/1984,7.62
01/03/1984,7.68
02/03/1984,7.7475
05/03/1984,7.85
06/03/1984,7.8175
07/03/1984,7.7525
08/03/1984,7.845
09/03/1984,7.965
12/03/1984,7.895
13/03/1984,7.84
14/03/1984,7.905
15/03/1984,7.985
16/03/1984,7.83
19/03/1984,7.8625
20/03/1984,8.075
21/03/1984,8.04
22/03/1984,8.01
23/03/1984,8
26/03/1984,8.0275
27/03/1984,7.87
28/03/1984,7.8575
29/03/1984,7.85
30/03/1984,7.89
02/04/1984,7.94
03/04/1984,8.025
04/04/1984,8.085
05/04/1984,7.9975
06/04/1984,8.07
09/04/1984,8.0225
10/04/1984,7.9575
11/04/1984,7.735
12/04/1984,7.6925
13/04/1984,7.735
16/04/1984,7.72
17/04/1984,7.7075
18/04/1984,7.805
19/04/1984,7.805
23/04/1984,7.9
24/04/1984,8.005
25/04/1984,8.012
26/04/1984,7.81
27/04/1984,7.8885
30/04/1984,7.802
01/05/1984,7.9025
02/05/1984,8.11
03/05/1984,8.0925
04/05/1984,8.17
07/05/1984,8.19
08/05/1984,8.355
09/05/1984,8.36
10/05/1984,8.4075
11/05/1984,8.56
14/05/1984,8.595
15/05/1984,8.505
16/05/1984,8.75
17/05/1984,8.7025
18/05/1984,8.91
21/05/1984,8.9325
22/05/1984,8.8875
23/05/1984,8.875
24/05/1984,8.85
25/05/1984,8.87
29/05/1984,8.67
30/05/1984,8.66
31/05/1984,8.47
01/06/1984,8.265
04/06/1984,8.105
05/06/1984,8.1975
06/06/1984,8.2625
07/06/1984,8.065
08/06/1984,7.79
11/06/1984,7.86
12/06/1984,7.8525
13/06/1984,7.91
14/06/1984,7.645
15/06/1984,7.63
18/06/1984,7.815
19/06/1984,7.9875
20/06/1984,7.935
21/06/1984,8.0725
22/06/1984,7.7725
25/06/1984,7.695
26/06/1984,7.4005
27/06/1984,7.333
28/06/1984,7.212
29/06/1984,7.5175
02/07/1984,7.28
03/07/1984,7.09
05/07/1984,6.79
06/07/1984,6.74
09/07/1984,6.92
10/07/1984,6.675
11/07/1984,6.56
12/07/1984,6.74
13/07/1984,6.75
16/07/1984,6.865
17/07/1984,6.87
18/07/1984,7.005
19/07/1984,6.91
20/07/1984,6.67
23/07/1984,6.58
24/07/1984,6.37
25/07/1984,6.31
26/07/1984,6.198
27/07/1984,6.124
30/07/1984,6.087
31/07/1984,6.1225
01/08/1984,6.185
02/08/1984,6.355
03/08/1984,6.33
06/08/1984,6.3525
07/08/1984,6.3925
08/08/1984,6.285
09/08/1984,6.2875
10/08/1984,6.225
13/08/1984,6.42
14/08/1984,6.605
15/08/1984,6.595
16/08/1984,6.645
17/08/1984,6.425
20/08/1984,6.125
21/08/1984,6.1525
22/08/1984,6.3325
23/08/1984,6.2525
24/08/1984,6.38
27/08/1984,6.585
28/08/1984,6.497
29/08/1984,6.391
30/08/1984,6.516
31/08/1984,6.359
04/09/1984,6.2575
05/09/1984,6.345
06/09/1984,6.3025
07/09/1984,6.335
10/09/1984,6.3375
11/09/1984,6.3325
12/09/1984,6.3525
13/09/1984,6.0525
14/09/1984,6.075
17/09/1984,5.925
18/09/1984,5.975
19/09/1984,5.995
20/09/1984,5.9125
21/09/1984,5.985
24/09/1984,5.9175
25/09/1984,5.975
26/09/1984,5.9525
27/09/1984,6.065
28/09/1984,5.9175
01/10/1984,5.8975
02/10/1984,5.87
03/10/1984,5.885
04/10/1984,5.9275
05/10/1984,5.8975
08/10/1984,5.9625
09/10/1984,6.005
10/10/1984,6.0825
11/10/1984,6.13
12/10/1984,6.25
15/10/1984,6.3275
16/10/1984,6.3375
17/10/1984,6.285
18/10/1984,6.225
19/10/1984,6.3175
22/10/1984,6.2425
23/10/1984,6.3125
24/10/1984,6.1975
25/10/1984,6.3
26/10/1984,6.291
29/10/1984,6.1775
30/10/1984,6.2095
31/10/1984,6.286
01/11/1984,6.435
02/11/1984,6.355
05/11/1984,6.305
06/11/1984,6.36
07/11/1984,6.39
08/11/1984,6.335
09/11/1984,6.315
12/11/1984,6.37
13/11/1984,6.325
14/11/1984,6.28
15/11/1984,6.2525
16/11/1984,6.255
19/11/1984,6.145
20/11/1984,6.1625
21/11/1984,6.165
23/11/1984,6.1075
26/11/1984,6.025
27/11/1984,5.9475
28/11/1984,6.025
29/11/1984,6.045
30/11/1984,6.09
03/12/1984,6.1175
04/12/1984,6.08
05/12/1984,6.0025
06/12/1984,6.05
07/12/1984,5.9425
10/12/1984,5.945
11/12/1984,5.925
12/12/1984,5.8475
13/12/1984,5.87
14/12/1984,5.9175
17/12/1984,5.8975
18/12/1984,5.94
19/12/1984,5.9025
20/12/1984,5.865
21/12/1984,5.86
24/12/1984,5.8675
26/12/1984,5.9155
27/12/1984,5.8185
28/12/1984,5.813
31/12/1984,5.8265
02/01/1985,5.8175
03/01/1985,5.865
04/01/1985,5.735
07/01/1985,5.86
08/01/1985,5.7825
09/01/1985,5.885
10/01/1985,5.915
11/01/1985,5.885
14/01/1985,5.8925
15/01/1985,5.9425
16/01/1985,5.9475
17/01/1985,5.9975
18/01/1985,6.06
21/01/1985,6.0875
22/01/1985,5.965
23/01/1985,6.01
24/01/1985,5.9325
25/01/1985,5.97
28/01/1985,6.0825
29/01/1985,5.985
30/01/1985,6.04
31/01/1985,6.0125
01/02/1985,6.0675
04/02/1985,5.94
05/02/1985,6.0175
06/02/1985,5.9775
07/02/1985,5.99
08/02/1985,5.9675
11/02/1985,5.8975
12/02/1985,5.77
13/02/1985,5.7925
14/02/1985,5.735
15/02/1985,5.81
19/02/1985,5.78
20/02/1985,5.795
21/02/1985,5.785
22/02/1985,5.7275
25/02/1985,5.6535
26/02/1985,5.6985
27/02/1985,5.7175
28/02/1985,5.7055
01/03/1985,5.765
04/03/1985,5.7575
05/03/1985,5.8025
06/03/1985,5.825
07/03/1985,5.82
08/03/1985,5.8525
11/03/1985,5.8825
12/03/1985,5.8275
13/03/1985,5.8475
14/03/1985,5.9025
15/03/1985,5.915
18/03/1985,5.9775
19/03/1985,6.09
20/03/1985,6.0325
21/03/1985,6.045
22/03/1985,6.045
25/03/1985,6.0625
26/03/1985,6.0725
27/03/1985,6.08
28/03/1985,6.0725
29/03/1985,6.055
01/04/1985,5.9975
02/04/1985,6.0075
03/04/1985,6.0175
04/04/1985,6.04
08/04/1985,6.075
09/04/1985,6.045
10/04/1985,6.0175
11/04/1985,6.08
12/04/1985,5.9925
15/04/1985,5.95
16/04/1985,5.945
17/04/1985,5.92
